iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 06, 2024"
Inception Date,"May 15, 2000"
Shares Outstanding,"957,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ANSS","ANSYS INC","Information Technology","Equity","340,827,674.40","0.06","340,827,674.40","987,048.00","345.30","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","338,629,280.40","0.06","338,629,280.40","2,873,880.00","117.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","338,518,125.79","0.06","338,518,125.79","1,971,223.00","171.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","338,078,953.08","0.06","338,078,953.08","2,753,983.00","122.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","337,215,076.44","0.06","337,215,076.44","5,941,069.00","56.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","332,415,976.49","0.06","332,415,976.49","7,916,551.00","41.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","331,922,955.78","0.06","331,922,955.78","3,372,858.00","98.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","330,870,169.22","0.06","330,870,169.22","2,634,946.00","125.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","328,860,871.04","0.06","328,860,871.04","1,592,084.00","206.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","324,712,009.44","0.06","324,712,009.44","550,658.00","589.68","United States","NASDAQ","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","321,814,314.16","0.06","321,814,314.16","4,837,858.00","66.52","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","312,817,374.78","0.05","312,817,374.78","34,966.00","8,946.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","312,747,511.30","0.05","312,747,511.30","1,552,405.00","201.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","312,150,926.43","0.05","312,150,926.43","3,956,787.00","78.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","311,328,308.97","0.05","311,328,308.97","2,514,159.00","123.83","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","310,327,345.90","0.05","310,327,345.90","1,318,130.00","235.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","307,132,103.85","0.05","307,132,103.85","9,968,585.00","30.81","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","304,422,211.24","0.05","304,422,211.24","2,321,884.00","131.11","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","304,314,443.44","0.05","304,314,443.44","5,572,504.00","54.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","303,613,234.62","0.05","303,613,234.62","11,409,742.00","26.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","303,184,216.56","0.05","303,184,216.56","4,463,843.00","67.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","301,900,800.00","0.05","301,900,800.00","240,000.00","1,257.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","300,294,115.55","0.05","300,294,115.55","481,897.00","623.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","297,307,332.96","0.05","297,307,332.96","2,790,832.00","106.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","297,251,876.16","0.05","297,251,876.16","2,343,888.00","126.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","296,440,688.87","0.05","296,440,688.87","2,765,047.00","107.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","291,956,709.48","0.05","291,956,709.48","2,674,086.00","109.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","291,360,467.20","0.05","291,360,467.20","1,667,776.00","174.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","291,314,865.94","0.05","291,314,865.94","2,200,762.00","132.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","290,701,359.97","0.05","290,701,359.97","6,709,009.00","43.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","288,877,451.31","0.05","288,877,451.31","16,404,171.00","17.61","United States","NASDAQ","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","287,668,825.65","0.05","287,668,825.65","4,666,161.00","61.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","286,960,458.62","0.05","286,960,458.62","9,970,829.00","28.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","286,819,848.00","0.05","286,819,848.00","784,175.00","365.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","284,720,987.44","0.05","284,720,987.44","212,726.00","1,338.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","284,188,028.75","0.05","284,188,028.75","3,853,397.00","73.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","284,232,726.69","0.05","284,232,726.69","2,338,017.00","121.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","280,155,700.89","0.05","280,155,700.89","606,437.00","461.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","279,970,689.60","0.05","279,970,689.60","8,332,461.00","33.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","277,683,117.48","0.05","277,683,117.48","5,400,294.00","51.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","276,612,744.81","0.05","276,612,744.81","3,013,539.00","91.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","275,315,715.15","0.05","275,315,715.15","1,764,505.00","156.03","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","272,611,872.56","0.05","272,611,872.56","1,356,818.00","200.92","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","271,644,998.16","0.05","271,644,998.16","1,508,636.00","180.06","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","271,411,831.86","0.05","271,411,831.86","10,335,561.00","26.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","268,635,464.50","0.05","268,635,464.50","25,200,325.00","10.66","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","268,526,512.64","0.05","268,526,512.64","1,407,962.00","190.72","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","267,556,746.60","0.05","267,556,746.60","1,214,070.00","220.38","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","264,225,731.70","0.05","264,225,731.70","819,330.00","322.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","262,092,940.98","0.04","262,092,940.98","3,687,814.00","71.07","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","259,563,878.00","0.04","259,563,878.00","1,645,100.00","157.78","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","257,474,801.00","0.04","257,474,801.00","670,420.00","384.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","257,029,014.06","0.04","257,029,014.06","8,214,414.00","31.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","256,749,030.72","0.04","256,749,030.72","2,887,416.00","88.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","250,130,057.10","0.04","250,130,057.10","528,202.00","473.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","249,867,689.80","0.04","249,867,689.80","5,687,860.00","43.93","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","248,896,196.64","0.04","248,896,196.64","1,753,284.00","141.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","248,502,705.36","0.04","248,502,705.36","2,300,312.00","108.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","248,244,471.80","0.04","248,244,471.80","1,521,572.00","163.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","247,473,213.16","0.04","247,473,213.16","7,072,684.00","34.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","245,763,841.76","0.04","245,763,841.76","2,277,278.00","107.92","United States","NASDAQ","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","244,648,820.68","0.04","244,648,820.68","3,030,082.00","80.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","244,612,477.76","0.04","244,612,477.76","1,007,216.00","242.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","241,949,090.76","0.04","241,949,090.76","1,769,151.00","136.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","241,289,416.20","0.04","241,289,416.20","4,036,290.00","59.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","241,072,934.12","0.04","241,072,934.12","1,181,788.00","203.99","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","240,440,794.91","0.04","240,440,794.91","1,113,719.00","215.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","238,536,551.16","0.04","238,536,551.16","582,763.00","409.32","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","238,120,508.86","0.04","238,120,508.86","5,063,162.00","47.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","237,177,173.65","0.04","237,177,173.65","5,789,045.00","40.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","234,762,699.27","0.04","234,762,699.27","1,208,933.00","194.19","United States","NASDAQ","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","233,627,498.12","0.04","233,627,498.12","2,371,612.00","98.51","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","233,567,487.23","0.04","233,567,487.23","1,398,859.00","166.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","233,046,094.00","0.04","233,046,094.00","7,360,900.00","31.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","231,363,645.10","0.04","231,363,645.10","2,330,885.00","99.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","231,304,707.54","0.04","231,304,707.54","6,767,253.00","34.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","231,254,111.98","0.04","231,254,111.98","1,315,289.00","175.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","230,723,258.03","0.04","230,723,258.03","538,859.00","428.17","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","228,534,930.50","0.04","228,534,930.50","2,209,775.00","103.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","227,115,654.50","0.04","227,115,654.50","1,337,942.00","169.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","226,631,042.64","0.04","226,631,042.64","3,373,992.00","67.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","224,384,013.72","0.04","224,384,013.72","2,937,348.00","76.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","222,776,046.10","0.04","222,776,046.10","3,923,495.00","56.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","221,972,746.80","0.04","221,972,746.80","2,248,964.00","98.70","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","221,883,823.70","0.04","221,883,823.70","1,620,773.00","136.90","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","220,619,390.55","0.04","220,619,390.55","948,615.00","232.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","220,588,250.00","0.04","220,588,250.00","2,846,300.00","77.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","218,431,943.52","0.04","218,431,943.52","1,843,152.00","118.51","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","217,634,920.80","0.04","217,634,920.80","725,208.00","300.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","215,541,901.44","0.04","215,541,901.44","3,992,256.00","53.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","215,490,400.30","0.04","215,490,400.30","6,434,470.00","33.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","213,753,775.40","0.04","213,753,775.40","3,395,612.00","62.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","212,863,490.21","0.04","212,863,490.21","594,973.00","357.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","210,188,550.37","0.04","210,188,550.37","791,775.00","265.46","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","209,799,369.54","0.04","209,799,369.54","1,319,991.00","158.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","208,829,016.12","0.04","208,829,016.12","2,632,741.00","79.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","208,152,112.59","0.04","208,152,112.59","8,349,463.00","24.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","206,465,976.08","0.04","206,465,976.08","2,758,028.00","74.86","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","206,310,784.77","0.04","206,310,784.77","429,841.00","479.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","203,092,817.20","0.03","203,092,817.20","2,406,313.00","84.40","United States","NASDAQ","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","202,637,495.13","0.03","202,637,495.13","2,483,607.00","81.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","202,208,998.32","0.03","202,208,998.32","3,228,113.00","62.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","202,095,320.39","0.03","202,095,320.39","1,869,349.00","108.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","199,684,060.31","0.03","199,684,060.31","2,464,931.00","81.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","197,860,544.25","0.03","197,860,544.25","1,257,455.00","157.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","197,803,756.02","0.03","197,803,756.02","10,482,446.00","18.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","197,634,524.90","0.03","197,634,524.90","2,623,235.00","75.34","United States","NASDAQ","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","196,480,840.53","0.03","196,480,840.53","855,343.00","229.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","195,814,656.08","0.03","195,814,656.08","3,428,728.00","57.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","195,475,270.59","0.03","195,475,270.59","2,217,027.00","88.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","195,136,769.97","0.03","195,136,769.97","661,503.00","294.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","194,914,913.27","0.03","194,914,913.27","1,414,169.00","137.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","194,187,423.54","0.03","194,187,423.54","1,573,387.00","123.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","191,789,783.13","0.03","191,789,783.13","7,613,727.00","25.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","190,572,398.10","0.03","190,572,398.10","6,117,894.00","31.15","United States","NASDAQ","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","190,149,854.16","0.03","190,149,854.16","1,594,147.00","119.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","187,730,691.28","0.03","187,730,691.28","5,065,588.00","37.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","184,306,293.45","0.03","184,306,293.45","793,227.00","232.35","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","184,032,607.50","0.03","184,032,607.50","908,803.00","202.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","183,238,278.00","0.03","183,238,278.00","5,762,210.00","31.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","182,600,597.35","0.03","182,600,597.35","1,758,311.00","103.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","181,509,865.20","0.03","181,509,865.20","488,718.00","371.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","181,515,989.68","0.03","181,515,989.68","394,952.00","459.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","181,070,171.38","0.03","181,070,171.38","947,317.00","191.14","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","180,277,864.80","0.03","180,277,864.80","2,038,420.00","88.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","177,201,533.44","0.03","177,201,533.44","2,058,568.00","86.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","176,946,873.08","0.03","176,946,873.08","2,897,918.00","61.06","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","174,957,246.74","0.03","174,957,246.74","2,116,589.00","82.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","173,812,622.64","0.03","173,812,622.64","1,281,426.00","135.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","171,476,030.40","0.03","171,476,030.40","13,480,820.00","12.72","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","170,114,102.79","0.03","170,114,102.79","3,001,837.00","56.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","169,965,740.52","0.03","169,965,740.52","7,949,754.00","21.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","169,822,216.08","0.03","169,822,216.08","3,821,382.00","44.44","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","169,237,205.28","0.03","169,237,205.28","658,152.00","257.14","United States","NASDAQ","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","167,936,477.34","0.03","167,936,477.34","1,712,589.00","98.06","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","166,208,697.12","0.03","166,208,697.12","16,326,984.00","10.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","164,579,998.68","0.03","164,579,998.68","909,332.00","180.99","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","164,037,309.79","0.03","164,037,309.79","2,282,417.00","71.87","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","163,562,272.96","0.03","163,562,272.96","2,597,876.00","62.96","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","162,276,994.44","0.03","162,276,994.44","1,393,414.00","116.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","161,937,585.75","0.03","161,937,585.75","2,601,407.00","62.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","161,138,950.77","0.03","161,138,950.77","432,089.00","372.93","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","158,529,518.19","0.03","158,529,518.19","1,804,137.00","87.87","United States","NASDAQ","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","157,750,715.00","0.03","157,750,715.00","642,700.00","245.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","156,815,886.92","0.03","156,815,886.92","3,173,126.00","49.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","156,309,211.20","0.03","156,309,211.20","614,423.00","254.40","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","152,033,517.52","0.03","152,033,517.52","3,390,578.00","44.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","152,040,563.54","0.03","152,040,563.54","1,763,198.00","86.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","149,212,798.80","0.03","149,212,798.80","7,936,851.00","18.80","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","147,435,791.76","0.03","147,435,791.76","5,412,474.00","27.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","146,917,072.02","0.03","146,917,072.02","1,739,487.00","84.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","146,862,560.10","0.03","146,862,560.10","1,204,779.00","121.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","142,487,229.78","0.02","142,487,229.78","823,578.00","173.01","United States","NASDAQ","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","140,314,366.24","0.02","140,314,366.24","1,786,079.00","78.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","140,089,268.16","0.02","140,089,268.16","1,202,896.00","116.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","139,644,881.61","0.02","139,644,881.61","1,324,527.00","105.43","United States","NASDAQ","USD","1.00","USD","-"
